,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
121,Margare23218071,"Ta Spurek nie ma większych problemów🤦‍♀️🤦‍♀️🤦‍♀️ Koronawirus nadciąga, a ona o parach homo🤦‍♀️🤦‍♀️🤦‍♀️",2020-01-30 20:34:23+00:00,0,0,,
122,MlecznePodroze,Nowy post! (Koronawirus 2019-nCoV. Air France i KLM ograniczają loty do Chin) Więcej info tutaj &gt;&gt; https://is.gd/10kJyP,2020-01-30 20:31:22+00:00,0,1,,
123,Bojar52Jarek,Koronawirus. Światowa Organizacja Zdrowia ogłasza stan zagrożenia zdrowia publicznego ,2020-01-30 20:28:21+00:00,13,27,,
124,dawid_polanski,Czy bezmózgi z PiS zamierzają wykończyć Polaków? Dlaczego loty do Pekinu nie zostały zawieszone? @MSZ_RP #koronawirus https://wiadomosci.onet.pl/kraj/warszawa-podejrzenie-koronawirusa-na-pokladzie-samolotu-lot/tpr98eh przez @OnetWiadomosci,2020-01-30 20:27:53+00:00,2,1,@MSZ_RP @OnetWiadomosci,#koronawirus
125,WBC241,"Napiszę to po raz drugi, i tym samym ostatni. NIE MA W POLSCE ZARAŻENIA KORONAWIRUSEM. Dostaje od was masę pytań na ten temat. PODAJCIE TO DALEJ, ABY NIE SIAĆ PANIKI. ‼️ Czytajcie błagam całe artykuły, nie tylko nagłówki. #koronawirus",2020-01-30 20:25:49+00:00,160,250,,#koronawirus
126,laryska34,"Światowa Organizacja Zdrowia ogłasza ""stan wyjątkowy"". Chodzi o koronawirus z Chin ",2020-01-30 20:24:40+00:00,1,1,,
127,PolskaLiderem,Światowa Organizacja Zdrowia uznała rozprzestrzenianie się #koronawirus.a z #Wuhan za globalny stan zagrożenia.,2020-01-30 20:23:10+00:00,4,2,,#koronawirus #Wuhan
128,msprungk,Jest lekarstwo na #koronavirus 😉 ,2020-01-30 20:23:09+00:00,0,2,,#koronavirus
129,agatka031169,Koronawirus. Światowa Organizacja Zdrowia ogłasza stan zagrożenia zdrowia publicznego https://at9e8.app.goo.gl/Dm2AK,2020-01-30 20:23:07+00:00,0,0,,
130,cappyshhon,1 zarażona osoba przez #koronavirus w polsce i całe społeczeństwo będzie chciało spierdalać na galapagos wnioskując po tweetach,2020-01-30 20:21:56+00:00,0,1,,#koronavirus
131,rrobertn,"Polecam kupić jedzenia tyle, żeby mieć w domu co najmniej na jakieś dwa trzy tygodnie... wodę do picia też. #coronavirus #koronowirus #koronavirus #Polska #Poland",2020-01-30 20:21:53+00:00,10,24,,#coronavirus #koronowirus #koronavirus #Polska #Poland
132,iFrancjaNews,"We Francji potwierdzono 6. przypadek koronawirusa z Chin. Zakażonym jest lekarz, który był w kontakcie z osobą, u której później wykryto koronawirus #Francja #koronawirus",2020-01-30 20:20:27+00:00,0,1,,#Francja #koronawirus
133,indooorek,Eureka Eureka !!!! Wiem skąd Koronawirus ,2020-01-30 20:20:06+00:00,0,3,,
134,SpecGhost,"#Facebook,#Twitter i #Google przeciwdziałają #FakeNews|om nt.#Koronawirus|a, w tym propozycje nieprawdziwych terapii. W #SocialMedia szybko szerzy się dezinformacja, duży wpływ mają algorytmy reagujące na zaangażowanie użytkowników platform internetowych.",2020-01-30 20:20:03+00:00,0,1,,#Facebook #Twitter #Google #FakeNews #Koronawirus #SocialMedia
135,Ryba_kom,Światowa organizacja zdrowia zdecydowała że koronawirus to zagrożenie w skali globalnej. Grozi nam pandemia dopóki nie odwołają alarmu.,2020-01-30 20:18:51+00:00,0,1,,
136,m_podczarski,"""Koronawirus rozprzestrzenia się na niespotykaną skalę - potwierdził szef WHO."" To znaczy, że opinia publiczna nie wie wszystkiego, a raczej nic nie wie",2020-01-30 20:17:22+00:00,1,7,,
137,taktyczniestra1,WHO deklaruje globalną pandemię. Polska nie ma testów na koronawirusa. https://youtu.be/VFAGyG7L6F0 via @YouTube #3tematy #wiadomości #taktyczniestrategicznie #polityka #sars #wirus #teoriespiskowe #koronawirus,2020-01-30 20:16:34+00:00,0,0,@YouTube,#3tematy #wiadomo #taktyczniestrategicznie #polityka #sars #wirus #teoriespiskowe #koronawirus
138,omietm,#koronawirus może mieć wpływ na gospodarkę politykę w Chinach ,2020-01-30 20:16:33+00:00,0,0,,#koronawirus
139,rzeczpospolita,Światowa Organizacja Zdrowia uznała rozprzestrzenianie się #koronawirus.a z #Wuhan za globalny stan pogotowia http://bit.ly/2thtmmk,2020-01-30 20:15:56+00:00,9,13,,#koronawirus #Wuhan
140,OrzataMa,"Koronawirus party, jprd!!! Może zorganizować im i niech giną. To już są Himalaje spierdolenia umysłowego. 😂 ",2020-01-30 20:15:17+00:00,0,0,,
141,batofthedungeon,"Światowa Organizacja Zdrowia ogłosiła PHEIC, czyli stan zagrożenia zdrowia publicznego o charakterze międzynarodowym. Ma to związek z #koronawirus.",2020-01-30 20:14:21+00:00,10,110,,#koronawirus
142,FilipKekusz,Światowa Organizacja Zdrowia @WHO uznała koronawirus z Wuhan za zagrożenie dla zdrowia publicznego na świecie. https://www.who.int/dg/speeches/detail/ihr-emergency-committee-on-novel-coronavirus-(2019-ncov),2020-01-30 20:14:21+00:00,1,1,@WHO,
143,Ad_Am_Ad_Am,WHO ogłosiła międzynarodowy stan zagrożenia zdrowia publicznego w zw. z koronawirus - Wiadomości ,2020-01-30 20:10:39+00:00,2,2,,
144,JoannaTeglund,"🦠 Światowa Organizacja Zdrowia uznała, że #koronawirus #coronavirus ma potencjał pandemiczny i stanowi zagrożenie dla zdrowia publicznego na skalę międzynarodową, a więc kraje należące do WHO, w tym Polska, mają obowiązek dostosować się do rekomendacji tej organizacji. Wątek ⬇️",2020-01-30 20:09:26+00:00,3,8,,#koronawirus #coronavirus
145,liczba3,WHO ogłosiła międzynarodowy stan zagrożenia zdrowia publicznego w zw. z koronawirus https://wiadomosci.onet.pl/swiat/who-oglosila-miedzynarodowy-stan-zagrozenia-zdrowia-publicznego-w-zw-z-koronawirus/73l8g26,2020-01-30 20:06:55+00:00,1,1,,
146,someoneschoco,martwi mnie trochę ten koronawirus,2020-01-30 20:04:45+00:00,0,1,,
147,IwonaGoraj,#Koronawirus dźwignią handlu? 😉😉 ,2020-01-30 20:03:58+00:00,0,0,,#Koronawirus
148,GosiaMargaretka,🚨Koronawirus🚨 Globalny Stan Zagrożenia ,2020-01-30 20:03:25+00:00,0,0,,
149,OnetWiadomosci,WHO ogłosiła międzynarodowy stan zagrożenia zdrowia publicznego w zw. z koronawirus http://dlvr.it/RP4JsP,2020-01-30 20:03:03+00:00,2,4,,
150,mikolajkirschke,Mówienie o zapaleniu płuc to mieszanie różnych systemów walutowych. Zapalenie płuc ma różnorodną etiologię. Jedną z przyczyn może być grypa czy... koronawirus.,2020-01-30 20:01:55+00:00,0,0,,
151,SzkarlatnyWill,#koronawirus by Michnik ,2020-01-30 20:01:49+00:00,0,0,,#koronawirus
152,Hubal70835205,"Steve Bannon w #Minęła20: Chiny, koronawirus, i impeachment Donalda Trumpa https://youtu.be/W912cuOHhsU Brawo za program 👏 @TOPTVPINFO @tvp_info @michalrachon @haniashen @idzpodpradpl",2020-01-30 20:00:52+00:00,3,7,@TOPTVPINFO @tvp_info @michalrachon @haniashen @idzpodpradpl,#Min
153,m_podczarski,Już oficjalnie. WHO: koronawirus 2019nCov stanowi globalne zagrożenie dla zdrowia publicznego na świecie.,2020-01-30 20:00:50+00:00,3,8,,
154,Niebieskiptasz2,Światowa Organizacja Zdrowia ogłasza nowy koronawirus jako stan wyjątkowy dotyczący zdrowia publicznego o zasięgu międzynarodowym #dziendobry #lepiejpoznonizpozniej #epidemia #koronawirus #chinskiwirus #przygotujsie,2020-01-30 19:59:51+00:00,0,0,,#dziendobry #lepiejpoznonizpozniej #epidemia #koronawirus #chinskiwirus #przygotujsie
155,tvp_info,".@haniashen z Tajwanu o sytuacji z #koronawirus: Oficjalne dane różnią się bardzo od tych, o których mówią eksperci #Wuhan #Chiny #coronavirus #Minęła20 #wieszwięcej",2020-01-30 19:59:35+00:00,62,125,@haniashen,#koronawirus #Wuhan #Chiny #coronavirus #Min #wieszwi
156,MATYLDA__,Koronawirus. „Na warszawskim lotnisku nikogo nie sprawdzają. Mnóstwo kaszlących Azjatów.” Znany bloger wrócił z Azji https://nczas.com/2020/01/30/koronawirus-na-warszawskim-lotnisku-nikogo-nie-sprawdzaja-mnostwo-kaszlacych-azjatow-znany-bloger-wrocil-z-azji/?fbclid=IwAR1KC2iRDUiRIl_AcgJ7HgFnAv-4Yexu7hW2Ru7z_06NQoUKA8oDYKljIKQ,2020-01-30 19:58:15+00:00,3,2,,
157,WizLekarza,"W #socialmedia szybko szerzy się #dezinformacja nt. #koronawirus z #Wuhan, w tym propozycje szkodliwych terapii.",2020-01-30 19:56:34+00:00,1,1,,#socialmedia #dezinformacja #koronawirus #Wuhan
158,Magnessa5,"Koronawirus z Chin. WHO ogłasza światowe zagrożenie https://wiadomosci.wp.pl/koronawirus-z-chin-who-oglasza-swiatowe-zagrozenie-6473370039289985a Ale przecież nie ma co panikować#%$÷_#(*sarkazm)#&amp;×€!&amp;#,%.",2020-01-30 19:56:16+00:00,0,0,,
159,givemewinepls,"SŁUCHAJCIE HITU DZISIAJ MIAŁAM ZAJĘCIA CAŁY DZIEŃ Z BYŁYM DZIEKANEM DS. STUDENTÓW I ON TAKIE NOOOO BO PARĘ DNI TEMU WRÓCIŁ JEDEN PROFESOR Z CHIN, JESZCZE NIE BYŁO GO NA UCZELNI, ALE CAŁA KADRA MÓWI JUŻ NA NIEGO KORONAWIRUS R Y K #studia #sesja",2020-01-30 19:56:05+00:00,0,2,,#studia #sesja
160,BelinaWojciech,"Dzisiaj w TVN stwierdzono, że grypa jest bardziej niebezpieczna niż koronawirus, cóż zatem czas się wybrać do Wuhan, to nic, że WHO ogłosiło właśnie światowe zagrożenie o zasięgu międzynarodowym😎",2020-01-30 19:55:15+00:00,0,0,,
161,czarnepazury,"sorcia że tak późno ale WSZYSTKIEGO NAJLEPSZEGO, spełnienia marzeń i przede wszystkim zdrowia bo to się przyda gdy panuje koronawirus @JestemWika30",2020-01-30 19:54:47+00:00,1,1,@JestemWika30,
162,grzegorz_kita,"Zaczyna się globalizm ujemny. WHO właśnie ogłosiła, że koronawirus stał się zagrożeniem globalnym. Zagrożeniem dla ogólnoświatowego zdrowia publicznego. #pandemia #koronawirus",2020-01-30 19:54:42+00:00,1,1,,#pandemia #koronawirus
163,ZdrowieM,".@DrTedros @WHO: ✔️przyspieszamy pracę nad szczepionkami, ✔️ walczmy z dezinformacją, ✔️bądźmy w gotowości, oceńmy zasoby potrzebne do identyfikacji, izolacji i opieki nad pacjentami oraz zapobiegania transmisji choroby #coronavirus #koronawirus",2020-01-30 19:54:35+00:00,0,1,@DrTedros @WHO,#coronavirus #koronawirus
164,LTW28Perf,Koronawirus zagrożeniem dla zdrowia publicznego według who,2020-01-30 19:50:16+00:00,0,0,,
165,J0hnyTest,"Właśnie jako bardzo aktywny społecznie członek społeczeństwa ogarnęłam, że dzieje się średniowiecze. Koronawirus is going to kill wszystko, a ludziki takie głośnie się nawalają czyja to wina. Ogólnie to czekam na ogłoszenie nowego Noe.",2020-01-30 19:49:47+00:00,0,0,,
166,jack_sandokan,"WHO w Genewie ogłasza, że koronawirus jest zagrożeniem dla zdrowia populacji światowej, inaczej pandemia. may dżumę XXI wieku.",2020-01-30 19:49:13+00:00,0,0,,
167,WBC241,ŚWIATOWA ORGANIZACJA ZDROWIA OGŁASZA NOWY KORONAWIRUS JAKO ZAGROŻENIE DLA ZDROWIA PUBLICZNEGO O MIĘDZYNARODOWYM ZNACZENIU.,2020-01-30 19:47:12+00:00,73,603,,
168,AnimeGrandma,"Koronawirus w Łodzi, nie przepraszam za tę uprząż z Aliexpress ",2020-01-30 19:46:35+00:00,0,9,,
169,PR24_pl,Koronawirus na pokładzie Costa Smeralda? Nowe informacje ws. włoskiego statku ,2020-01-30 19:38:36+00:00,1,1,,
170,Zalewski53,"Amerykański minister cieszy się z epidemii?! ""Koronawirus pomoże w powrocie miejsc pracy z Chin"" - http://NCZAS.COM",2020-01-30 19:37:51+00:00,0,0,,
171,tomwu74,Koronavirus jako zdjęcie profilowe. Paradnie 😃,2020-01-30 19:36:56+00:00,0,1,,
172,Nudziaczek1,*kaszlę* ??? #koronavirus,2020-01-30 19:36:21+00:00,0,3,,#koronavirus
173,czytajmy,Czyli koronawirus przenosi się już przez maile z potwierdzeniem zakupu? 😶,2020-01-30 19:36:17+00:00,0,0,,
174,zachodyksiezyca,dostalam goraczki na wyjezdzie moze koronawirus mnie odwiedzil,2020-01-30 19:35:22+00:00,0,4,,
175,JoannaTeglund,"🦠 Co najmniej co trzecia osoba która zachoruje wymaga opieki szpitalnej, więc musimy robić wszystko, by nie dopuścić do wybuchu epidemii #koronawirus #coronavirus Mówię o tym na początku nagrania na podstawie poniższego tekstu. ➡️https://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/",2020-01-30 19:35:06+00:00,0,6,,#koronawirus #coronavirus
176,JoannaTeglund,"🦠 Polecam najlepszy tekst jaki znalazłam w sieci jak zabezpieczyć się przed #koronawirus #coronavirus: ➡️https://foreignpolicy.com/2020/01/25/wuhan-coronavirus-safety-china/ Przede wszystkim po przyjściu do domu myć ręce mydłem w ciepłej wodzie przez co najmniej 20 sek. i nie dotykać rękami ust, nosa, oczu.",2020-01-30 19:35:06+00:00,10,14,,#koronawirus #coronavirus
177,JoannaTeglund,"🦠 W polskich mediach społecznościowych już pojawiły się hieny sprzedające cudowne środki na uniknięcie wirusa, a ani media, ani organy państwowe odpowiedzialne za zdrowie i bezpieczeństwo Polaków nie informują społeczeństwa jak się zabezpieczyć przed #koronawirus #coronavirus",2020-01-30 19:35:03+00:00,1,2,,#koronawirus #coronavirus
178,JoannaTeglund,"🦠""To dopiero tydzień szeroko zakrojonej walki Chin z #koronawirus Wuhan. Ale koszty ekonomiczne już wydają się ogromne i mogą z łatwością przewyższyć wszystkie inne epidemie w ostatnich dziesięcioleciach, w tym SARS."" #coronavirus Wątek ⬇️",2020-01-30 19:35:03+00:00,0,1,,#koronawirus #coronavirus
179,JoannaTeglund,"🦠Przejrzałam teksty w polskich mediach na temat #coronavirus #koronawirus i dlatego polecam strony, gdzie piszą naukowcy, ale językiem zrozumiałym dla wszystkich. ⬇️ Nature: https://nature.com/articles/d41586-020-00154-w Lancet: https://thelancet.com/coronavirus New England J Med: https://nejm.org/coronavirus",2020-01-30 19:35:02+00:00,0,0,,#coronavirus #koronawirus
180,JoannaTeglund,🦠 Najnowszy raport kliniczny dotyczący 2019-nCoV: 99 pacjentów ze szpitala Wuhan Jinyintan: u 17% wystąpił zespół ostrej niewydolności oddechowej i 11% z nich zmarło w krótkim czasie z powodu niewydolności wielonarządowej. #koronawirus #coronavirus ➡️,2020-01-30 19:35:02+00:00,0,1,,#koronawirus #coronavirus
181,JoannaTeglund,"🦠 Mimo drakońskich środków zapobiegawczych - izolacji 57 mln ludzi w prowincji Hubei w Chinach co drugi dzień podwaja się liczba zarażonych. Dzisiejsze dane: 8235 zarażonych, 143 wyleczonych, 171 zmarłych. #coronavirus #koronawirus ➡️https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html?fbclid=IwAR0QTYTkqA-N9UHhfwEBkEfGf9Q-IxmzuDobFseBmFikdvgsM4qqvg7CFUQ#/bda7594740fd40299423467b48e9ecf6",2020-01-30 19:35:01+00:00,0,0,,#coronavirus #koronawirus
182,JoannaTeglund,"🦠 Skoro minister zdrowia twierdzi, że dla Polaków większym problemem jest grypa https://www.rp.pl/Koronawirus-2019-nCoV/200139975-Minister-zdrowia-Dla-Polakow-wiekszym-problemem-jest-grypa.html a GIS uspokaja, że nie grozi nam epidemia #coronavirus https://www.polskieradio.pl/7/129/Artykul/2442511,Glowny-Inspektorat-Sanitarny-uspokaja-nie-grozi-nam-epidemia-koronawirusa to znaczy, że w Polsce brak świadomości zagrożenia. Epidemia #koronawirus jest lekceważona.",2020-01-30 19:34:59+00:00,1,8,,#coronavirus #koronawirus
183,JablonskiDoktor,"W centrum Warszawy właściciel zamknął kantor. Ktoś przyniósł na wymianę walutę czeską i duńską. Na drzwiach napisał tylko: ""Koronawirus"".",2020-01-30 19:32:00+00:00,0,3,,
184,patkon1701,jak do Rosji koronawirus dotrze... będzie antidotum🤭😂😎 na Chińczyka za mocne...,2020-01-30 19:30:03+00:00,1,6,,
185,GIS_gov,Dziś o godz. : Główny Inspektor Sanitarny #JarosławPinkas w #TVN #fakty będzie mówił o zabezpieczeniu przed #koronawirus #wirus #Chiny #Wuhan #Azja #2019nCoV #TVNfakty #higiena #coronavirus,2020-01-30 19:30:00+00:00,12,29,,#Jaros #TVN #fakty #koronawirus #wirus #Chiny #Wuhan #Azja #2019nCoV #TVNfakty #higiena #coronavirus
186,GzegoszC,"Rano usłyszałem, w TOKFM o tym, że ""koronavirus nie jest groźny, gdyż słabo się rozprzestrzenia z racji tej, że szybko zabija swych nosicieli, więc nie może dotrzeć zbyt daleko"". Co na ten temat mówi dziekan Univ. medycznego w HongKongu Dr Gabriel Leung ",2020-01-30 19:16:47+00:00,0,0,,
187,RadekZKraka,Pierwsze w Polsce ofiary #koronawirus. Długo przed chińską epidemią:) ,2020-01-30 19:15:06+00:00,11,43,,#koronawirus
188,modrzew027,Zdaję sobie sprawę z tego że to myśli może zbyt swawolne ale taki koronawirus i pandemia mająca wpływ na rozwijającą się gospodarkę Chin jest w interesie pewnego dużego mocarstwa roszczącego sobie hegemonię na świecie. ,2020-01-30 19:14:10+00:00,2,1,,
189,KamilGoobar,@SzumowskiLukasz @MZ_GOV_PL Koronawirus do nas przyleci ba jeszcze naszymi samolotami ,2020-01-30 19:13:12+00:00,0,0,@SzumowskiLukasz @MZ_GOV_PL,
190,OnetWiadomosci,"Zaskakujące słowa amerykańskiego ministra. ""Koronawirus pomoże w powrocie miejsc pracy z Chin"" http://dlvr.it/RP49jb",2020-01-30 19:12:02+00:00,3,2,,
191,Mikoaj72606504,Jeszcze się okaże że ten koronawirus uratuje nam niewydolny system emerytalny i przetrzebi elektorat partii rządzącej. Ponoć prognozy pokazywały że do końca lutego umrze 50 mln ludzi na całym świecie...,2020-01-30 19:11:06+00:00,0,0,,
192,PiS_ZachPomors,"‼#Koronawirus #2019nCoV jest wirusem osłonkowym, podatnym na działanie wszystkich rozpuszczalników lipidów. ‼Należy pamiętać o częstym myciu rąk wodą z mydłem lub dezynfekować je środkiem na bazie alkoholu. ‼Higiena przede wszystkim.",2020-01-30 19:10:59+00:00,3,6,,#Koronawirus #2019nCoV
193,zwinietydywan,koronawirus moze czaic sie wszedzie,2020-01-30 19:10:49+00:00,0,0,,
194,Ming_Lee345,"koronavirus na kierownicy, niezła kapela",2020-01-30 19:05:48+00:00,0,1,,
195,weryfikuj,"Student, który przebywał w #Wuhan obalił kłamstwa o #koronawirus i reakcji polskich służb. O wszystkim mówił podczas transmisji na żywo z izolatki. ",2020-01-30 19:04:03+00:00,0,1,,#Wuhan #koronawirus
196,hwyyyaden,Aliexpress i tam nawet gratisy daja np. Koronawirus,2020-01-30 19:03:08+00:00,0,0,,
197,rdcpolskieradio,To jednak nie koronawirus. Badanie w ambulatorium wykluczyło zakażenie u pasażera samolotu LOT. Samolot lecący z Chin wylądował na Lotnisku Chopina. Jedna z osób miała objawy przeziębienia #LOT #lotniskoChopina #koronawirus #warszawa fot. @ChopinAirport,2020-01-30 19:03:04+00:00,0,5,@ChopinAirport,#LOT #lotniskoChopina #koronawirus #warszawa
198,OSW_pl,"O rozprzestrzenianiu #koronawirus , służbie zdrowia i kto może politycznie wygrać na epidemii opowiadał w ""Pulsie świata"" @boguszmichal.",2020-01-30 19:03:00+00:00,4,1,@boguszmichal,#koronawirus
199,Janek_Kowa,Kilka ciekawych słów o #koronavirus ,2020-01-30 19:02:43+00:00,0,0,,#koronavirus
200,Malgoska_K,"Wychodzi na to, że za #koronawirus stoi lobby maseczkowe. ""Koronawirus nie odpuszcza. Ze strachu Polacy rzucili się na maski chirurgiczne. Czy chronią przed wirusem"" ",2020-01-30 19:01:34+00:00,1,1,,#koronawirus
201,CenEmilia,Koronawirus w Polsce. Ponad 100 osób objętych stałym monitoringiem https://www.newsweek.pl/polska/koronawirus-w-polsce-ponad-100-osob-objetych-stalym-monitoringiem/qvnt534 przez @@newsweekpolska,2020-01-30 19:01:00+00:00,0,0,@NewsweekPolska,
202,RemekRemkowski,Zaczynam walkę z #koronavirus! #coronarvirus #coronarovirus #koronowirus,2020-01-30 19:00:12+00:00,0,7,,#koronavirus #coronarvirus #coronarovirus #koronowirus
203,BVDRALDINE,koronawirus nie będzie zarażać jezeli zobaczy ze pis wygral wybory i dalej rzadzi,2020-01-30 18:57:19+00:00,0,2,,
204,komisarz_Durman,Nadszedł czas wyboru: #KoronaKrólów czy #KoronaWirus?,2020-01-30 18:57:19+00:00,0,1,,#KoronaKr #KoronaWirus
205,MemowOaza,Obserwuj stronę po więcej! Lub sprawdź: https://oaza-memow.pl #suchary #memy #suchar #zabawa #śmieszne #smieszne #hehe #czarnyhumor #sytuacja #heheszki #zabawne #memegood #memuszki #mem #memik #memes #koronawirus ,2020-01-30 18:56:48+00:00,0,2,,#suchary #memy #suchar #zabawa #smieszne #hehe #czarnyhumor #sytuacja #heheszki #zabawne #memegood #memuszki #mem #memik #memes #koronawirus
206,Andrzej18070475,Tu potrzebny jest kordon sanitarny bo Koronawirus to pryszcz my mamy Kaczywirus i już ponoć zaraził 30% polaków a do grobu wpędził tysiące Ta zaraza rozchodzi się po przez oglądanie tvpis i ogłupianie w kościołach Leczenie to brak forsy w przypadku idiotów i wiedza dla reszty.,2020-01-30 18:52:28+00:00,0,0,,
207,mordercaodserca,i jeszcze w gratisie koronawirus,2020-01-30 18:51:43+00:00,0,2,,
208,Tytusatomek1,modli sie zeby koronawirus jej z glowy nie spadl,2020-01-30 18:50:00+00:00,0,0,,
209,lmaololhehehe,Mam takie głupie pytanie. Czy maska antysmogowa zmniejsza jakoś prawdopodobieństwo zarażenia się koronawirusem? #coronavirus #koronowirus #koronawirus,2020-01-30 18:49:24+00:00,0,2,,#coronavirus #koronowirus #koronawirus
