,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
2884,Bogdan88229377,"Koronawirus. 'Na lotnisku w Warszawie pilot poinformował, że nie możemy wystartować' ",2020-01-27 09:22:07+00:00,0,0,,
2885,Antykler,Kropidłem w Koronawirus ,2020-01-27 09:19:49+00:00,2,14,,
2886,RPEkonomia,Trwa ostra przecena na giełdach z powodu epidemii koronawirusa. Japoński indeks #Nikkei 225 zaliczył największy dzienny spadek od pięciu miesięcy #Koronawirus ,2020-01-27 09:19:43+00:00,2,5,,#Nikkei #Koronawirus
2887,_t_b_a,4. Kulminacja zachorowań spodziewana na przełomie kwietnia i maja. 5. Hongkong i Makao muszą rozważyć ograniczenie połączeń nie tylko z #Wuhan! #koronawirus #nCoV2019,2020-01-27 09:14:26+00:00,2,0,,#Wuhan #koronawirus #nCoV2019
2888,PR24_pl,Koronawirus w Chinach. Rośnie liczba zakażonych. 5 mln osób uciekło z miasta Wuhan. ,2020-01-27 09:12:44+00:00,0,0,,
2889,malowaznygosc,wciąż nie wiadomo gdzie pojawił się #coronavirus po raz pierwszy... #wuhan #Koronavirus #WuhanOutbreak,2020-01-27 09:12:39+00:00,1,1,,#coronavirus #wuhan #Koronavirus #WuhanOutbreak
2890,_t_b_a,"Z konferencji prasowej na HKU, 1. 25000 potwierdzonych przypadków i ponad 43000 infekcji w samym tylko Wuhan. 2. Kwarantanna Wuhan nie uchroni innych miast w Chinach 3. Najdotkliwiej odczują to Chongqing, Pekin, Shanghai Guangzhou i Shenzhen #koronawirus #Wuhan #nCoV2019",2020-01-27 09:10:48+00:00,3,3,,#koronawirus #Wuhan #nCoV2019
2891,FundacjaIRME,Koronawirus z Wuhan. Co wiemy o nim do tej pory?... https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz przez @OnetWiadomosci,2020-01-27 09:07:43+00:00,1,0,@OnetWiadomosci,
2892,forsalpl,Mongolia zamknęła drogowe przejścia graniczne z Chinami. Powód? Koronawirus z Wuhan ,2020-01-27 09:04:03+00:00,0,2,,
2893,rotnicki,Widać koronawirus którego śmiertelne przypadki stwierdzono właśnie w Chinach i Albanii rozprzestrzenia się drogą nie tylko kropelkową 🤣,2020-01-27 09:03:04+00:00,0,0,,
2894,ARKADIUSZMAT,Koronawirus straszy rynki ale czy na długo? https://youtu.be/pvEbsxC6RrQ przez @YouTube,2020-01-27 09:02:17+00:00,0,0,@YouTube,
2895,OnetWiadomosci,Koronawirus. Wstrząsające nagranie chorej osoby http://dlvr.it/RNqBDg,2020-01-27 08:59:33+00:00,0,1,,
2896,szczumic,"#RadioIPP Na Żywo #PoranneTweetobranie http://idzpodprad.fm ; http://idzpodprad.fm/mp3 Koronawirus bardziej zaraźliwy. ""Gorzej niż przewidywaliśmy"" ",2020-01-27 08:59:08+00:00,3,5,,#RadioIPP #PoranneTweetobranie
2897,wsseolsztyn,Informacja dla osób powracających z regionu Azji Południowo-Wschodniej: https://gis.gov.pl/aktualnosci/informacja-dla-osob-powracajacych-z-regionu-azji-poludniowo-wschodniej/ #koronawirus #wuhan #Chiny @GIS_gov,2020-01-27 08:56:55+00:00,0,0,@GIS_gov,#koronawirus #wuhan #Chiny
2898,TygodnikWPROST,Koronawirus zabił już 80 osób. Liczba zakażonych wzrosła do prawie trzech tysięcy ,2020-01-27 08:56:01+00:00,2,3,,
2899,mabie2202,Koronawirus skutkuje spadkiem popytu na ropę. Surowiec mocno tanieje. ,2020-01-27 08:55:57+00:00,1,1,,
2900,Radio_TOK_FM,Koronawirus. Czy rząd powoła sztab kryzysowy? Wiceminister zdrowia: Nie. Nie ma powodów do obaw http://bit.ly/3aMTGW8 #podcast #TOKFM,2020-01-27 08:55:13+00:00,0,0,,#podcast #TOKFM
2901,acuoms,"ja gdy w metrze dostałam dreszczy , miałam mroczk, o mało nie zemdlalam i zlalalam się w sekundę cała potem: czy to koronawirus 😳😳😳😳",2020-01-27 08:54:40+00:00,0,32,,
2902,RomanBialy,"Koronawirus z Wuhan. Co wiemy o nim do tej pory? https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz przez @OnetWiadomosci No patrzcie, portal specjalizujący się w kolportowaniu pierdołowatych newsów demaskuje mechanizm powstawania pierdołowatych newsów!",2020-01-27 08:45:23+00:00,0,0,@OnetWiadomosci,
2903,mabie2202,Koronawirus może ograniczyć popyt na paliwa i ropę. Ceny w USA poszły w dół. ,2020-01-27 08:45:14+00:00,0,0,,
2904,xiopinc,jeszcze raz uslysze koronawirus na szkolnym korytarzu to sie porzygam,2020-01-27 08:43:57+00:00,1,5,,
2905,MrsDygresja,"Wirusy to nie bakterie, potrzebują stałego żywiciela, nie ma więc możliwości, by przeżyły w paczce przez tak długi czas. Nie ma zagrożenia #koronawirus",2020-01-27 08:42:57+00:00,0,5,,#koronawirus
2906,inzynieria_com,W 23 stycznia br. w chińskim #Wuhan rozpoczęła się budowa szpitala dla 1000 pacjentów z koronawirusem. Co ciekawe obiekt powstać ma w zaledwie... 6 dni. #budownictwo #Chiny #koronawirus ,2020-01-27 08:40:31+00:00,1,0,,#Wuhan #budownictwo #Chiny #koronawirus
2907,piotr08104823,"Rzeczpospolita: Koronawirus bardziej zara&amp;#378;liwy. ""Jest gorzej niż przewidywali&amp;#347;my"" ",2020-01-27 08:36:16+00:00,0,0,,
2908,_t_b_a,Cześć rodacy! Co tam u Was? 40000 indyków zarażonych #H5N8 w Wielkopolsce. #ptasiagrypa #koronawirus ,2020-01-27 08:34:15+00:00,1,1,,#H5N8 #ptasiagrypa #koronawirus
2909,McKamnez,"Nie nadążam już za tym co ustawi naszą kampanię prezydencką: kłamstwa Putina, wojna z Iranem, koronawirus... a jeszcze styczeń się nie skończył 👀",2020-01-27 08:33:17+00:00,0,3,,
2910,Wojciech1231,"Czekam jak Pani Kidawa-Błońska oświadczył, że Polacy odpowiadają za koronawirus w Chinach i ocieplenie klimatu.",2020-01-27 08:32:09+00:00,0,5,,
2911,Pani_Magdo,"Czy ktoś mądry może mi powiedzieć, jak mam się zachować, wobec zmierzających ku mnie przesyłkom z Chin? W takiej sytuacji jak ja, są miliony osób na całym świecie. #Koronavirus",2020-01-27 08:30:21+00:00,0,1,,#Koronavirus
2912,medexpresspl,"Około 30 Polaków przebywa obecnie na terenie #Wuhan i w okolicznych miejscowościach – poinformowało Biuro Rzecznika Prasowego @MSZ_RP. Ambasada RP w Pekinie pozostaje w stałym kontakcie z osobami, które zgłosiły się do wydziału konsularnego. #koronawirus ",2020-01-27 08:29:00+00:00,0,0,@MSZ_RP,#Wuhan #koronawirus
2913,Wies1957,Koronawirus z Wuhan. Co wiemy o nim do tej pory? https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz przez @OnetWiadomosci,2020-01-27 08:22:56+00:00,0,1,@OnetWiadomosci,
2914,KarolinaZby,Chiński koronawirus zbija ceny ropy naftowej ,2020-01-27 08:19:35+00:00,0,0,,
2915,Laweta2,"Z Chin dochodzą coraz bardziej niepokojące informacje o tym, że koronawirus o nazwie 2019-nCoV mógł już zabić nie kilkadziesiąt osób, a tysiące. Chińscy reporterzy donoszą o setkach ludzi (…) https://wolnemedia.net/wirolog-uciekl-przerazony-z-wuhan/",2020-01-27 08:14:42+00:00,1,2,,
2916,Radio_TOK_FM,"Koronawirus. Czy potrzebne jest powołanie sztabu kryzysowego? Janusz Cieszyński @jciesz - Wiceminister Zdrowia @MZ_GOV_PL w #MagazynEKG u @MaciejGlogowski: Nie ma potrzeby, żeby w tym momencie taki sztab powoływać. Nie ma powodów do obaw. Sprawę monitoruje @GIS_gov",2020-01-27 08:12:22+00:00,1,2,@jciesz @MZ_GOV_PL @MaciejGlogowski @GIS_gov,#MagazynEKG
2917,BiznesAlert,Rynkiem rządzi psychologia. #Ropa tanieje przez epidemię #koronawirus'a http://bit.ly/2Gn46Ot #BA24 #energetyka,2020-01-27 08:11:55+00:00,0,2,,#Ropa #koronawirus #BA24 #energetyka
2918,Chiny_Tech,#Chiny #coronavirus #koronawirus #Polacy w Chinach #Wuhan #Pekin #Beijing #Chinese in Poland #Chińczycy w Polsce,2020-01-27 08:11:00+00:00,0,6,,#Chiny #coronavirus #koronawirus #Polacy #Wuhan #Pekin #Beijing #Chinese #Chi
2919,tyitties,no ja wiem smieje sie z sb bo jestem tak into sprawdzanie co tam z nim jak tam i w ogole ze doslownie slysze kaszel nawet moich rodzicow (ktorzy przez fajki kaszla) i jestem jak no masz babo placek koronawirus hshshd,2020-01-27 08:08:26+00:00,0,0,,
2920,ZPsse,Ulotka dla osób powracających z rejonów Azji Południowo-Wschodniej Ulotki dostępne również w języku angielskim i chińskim⬇️ https://pssezlotoryja.pis.gov.pl/?news=166 #podróż #komunikat #Chiny #koronawirus #wirus #Wuhan,2020-01-27 08:06:36+00:00,3,1,,#podr #komunikat #Chiny #koronawirus #wirus #Wuhan
2921,marv_siner,"To nie w Wuhan, to zaczęło się u nas 👇 #koronawirus ",2020-01-27 08:05:46+00:00,0,5,,#koronawirus
2922,_t_b_a,Jakoś ciężko wyobrazić mi sobie to nad Wisłą.... #koronawirus ,2020-01-27 08:02:22+00:00,0,0,,#koronawirus
2923,tyitties,koronawirus wypral mi mozg ktos kaszle w tramwaju i ja juz jestem jak kurwaaaaaa,2020-01-27 08:01:32+00:00,0,4,,
2924,kormoran555,Koronawirus z Wuhan. Co wiemy o nim do tej pory? https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz przez @OnetWiadomosci,2020-01-27 08:01:16+00:00,0,0,@OnetWiadomosci,
2925,AWyciszkiewicz,KORONAWIRUS JUŻ W POLSCE!! TRZYMAJCIE SIĘ TAM... ,2020-01-27 07:57:36+00:00,1,6,,
2926,comparic,"Koronawirus: Cena ropy silnie w dół, kurs złotego również traci przez wzrost awersji do ryzyka ",2020-01-27 07:49:10+00:00,0,1,,
2927,AndrzejRysuje,Dziś epidemicznie. Więcej: http://wyborcza.pl/andrzejrysuje #andrzejrysuje #koronawirus #Wuhan dla @gazeta_wyborcza,2020-01-27 07:47:18+00:00,165,955,@gazeta_wyborcza,#andrzejrysuje #koronawirus #Wuhan
2928,FriendlyAnonIB,Protestujący w Hong Kongu bohatersko walczą z reżimem rozprzestrzeniając groźnego wirusa #koronawirus ,2020-01-27 07:46:37+00:00,0,1,,#koronawirus
2929,rzeczpospolita,#Chiny: #Koronawirus zabija w kolejnej prowincji - pierwszy przypadek śmiertelny w prowincji #Hajnan,2020-01-27 07:45:43+00:00,0,0,,#Chiny #Koronawirus #Hajnan
2930,KacperPoboznia1,#koronawirus Na tych zdjęciach są Chińczycy którzy mimo to że w mieście jest wirus to wogóle się tym nie przejmują a potem debile z zachodu będą udostępniać filmiki że zarażonych jest 90 000 a nie 2000 to nie jest wina chińskiego rządu tylko mieszkańców Wuhan ,2020-01-27 07:45:00+00:00,5,20,,#koronawirus
2931,marbin1976,Koronawirus w Chinach: ponad 2700 zarażeń. Liczba chorych stale wzrasta ,2020-01-27 07:33:35+00:00,0,0,,
2932,wgospodarce,Koronawirus: Czy to globalna epidemia? ,2020-01-27 07:28:17+00:00,0,0,,
2933,medexpresspl,"W sobotę @GIS_gov opublikował komunikat dla podróżujących, w którym nie nie zaleca podróżowania do Azji Południowo-Wschodniej. #koronawirus #Wuhan #Chiny",2020-01-27 07:28:00+00:00,0,1,@GIS_gov,#koronawirus #Wuhan #Chiny
2934,kamapapi,Jeśli to koronawirus to streamuje ten shit 24/7 z izolatki w szpitalu,2020-01-27 07:23:26+00:00,0,1,,
2935,kamapapi,Jestem trochę przeziębiona i nwm czy to już koronawirus czy jeszcze będę żyć 🤷🏼‍♀️,2020-01-27 07:20:11+00:00,0,1,,
2936,rzeczpospolita,"#Koronawirus bardziej zaraźliwy. ""Jest gorzej niż przewidywaliśmy"" #nCoV2019",2020-01-27 07:00:33+00:00,3,3,,#Koronawirus #nCoV2019
2937,kabet47,"Oj nie wiem byczku czy to teraz dobry pomysł, podobno ten koronawirus się rozprzestrzenił od tych skurwysynów.. trochę sztynks 😳",2020-01-27 06:49:31+00:00,0,1,,
2938,michal_osinski,Gdzie ten koronawirus jak go potrzebuje...,2020-01-27 06:47:20+00:00,0,22,,
2939,TalajkowskiM,Koronawirus. Dyrektor generalny Światowej Organizacji Zdrowia uda się do Chin ,2020-01-27 06:47:05+00:00,0,0,,
2940,AntoniRadziwill,Chińczycy w Polsce zaczynają zbiórkę na #Wuhan. To nie jest pierwsza taka inicjatywa. Chińska społeczność w PL bardzo prężnie działa. Zbiórka prowadzona jest na grupie #WeChat #Polacy w Chinach #wirus #Pekin #Chiny #koronawirus #coronawirus @Chiny_Tech @OnetWiadomosci @tvn24,2020-01-27 06:38:00+00:00,1,8,@Chiny_Tech @OnetWiadomosci @tvn24,#Wuhan #WeChat #Polacy #wirus #Pekin #Chiny #koronawirus #coronawirus
2941,marbin1976,Koronawirus w Chinach. Blisko 770 nowych zachorowań w ciągu dobry http://www.tvp.info/46373778/koronawirus-w-chinach-blisko-770-nowych-zachorowan-w-ciagu-dobry #wieszwiecej,2020-01-27 06:37:23+00:00,1,0,,#wieszwiecej
2942,PR24_pl,Koronawirus w Chinach: ponad 2700 zarażeń. Liczba chorych stale wzrasta ,2020-01-27 06:27:04+00:00,0,1,,
2943,HansHawk,"Wreszcie rzetelny artykuł, a nie jakieś teorie spiskowe, polecam! http://Onet.pl: Koronawirus z Wuhan. Co wiemy o nim do tej pory?. https://wiadomosci.onet.pl/nauka/koronawirus-z-wuhan-co-wiemy-o-nim-do-tej-pory/cet9nmz w usłudze @GoogleNews",2020-01-27 06:23:38+00:00,1,5,@googlenews,
2944,CenEmilia,Koronawirus https://youtu.be/quYTEJMP2zY przez @YouTube,2020-01-27 06:19:13+00:00,0,0,@YouTube,
2945,WBC241,"#Walmart w Chinach umożliwia wejście klientów, dopiero po przejściu kontroli na obecność gorączki. 🇨🇳 #China #Chiny #coronarvirus #koronawirus ",2020-01-27 06:18:33+00:00,27,88,,#Walmart #China #Chiny #coronarvirus #koronawirus
2946,Magnessa5,MAMY WIRUSA W POLSCE LUDZIE TRZYMAJMY SIE..... #koronawirus,2020-01-27 06:18:27+00:00,3,2,,#koronawirus
2947,Magnessa5,#koronawirus Śmiertelnie niebezpieczny wirus. Do Polski wrócili studenci z Chin. Jeden zostaje w szpitalu ,2020-01-27 06:17:36+00:00,1,0,,#koronawirus
2948,EmiRosz,"Ok, widzę że rozmawiam z osobą świadomą swoich słów 😂😂😂 wejdź sobie do tego okienka z czerwonym krzyżykiem i w pusty prostokącik wpisz ""rotawirus"" a następnie ""koronawirus"". Następnie weź lusterko i zobacz jak wygląda skompromitowany bufon.",2020-01-27 06:11:21+00:00,0,0,,
2949,tvp_info,Dyrektor generalny WHO uda się do Chin #wieszwięcej #Wuhan #koronawirus ,2020-01-27 05:54:43+00:00,4,3,,#wieszwi #Wuhan #koronawirus
2950,iwonaalvarez,Nowy koronawirus z Wuhan (2019-nCoV). Czy powinniśmy się obawiać? https://youtu.be/asexoavbi20 via @YouTube,2020-01-27 05:50:29+00:00,0,0,@YouTube,
2951,gazeta_wyborcza,Koronawirus z Chin zabił już 80 osób ,2020-01-27 05:49:11+00:00,0,1,,
2952,WBC241,📌 KORONAWIRUS UPDATE NIE ŻYJE: 🇨🇳 Chiny 80 POTWIERDZONE ZARAŻENIE 🇨🇳 Chiny 2809 🇺🇸 USA 5 🇫🇷 Francja 3 🇳🇵Nepal 1 🇯🇵 Japonia 4 🇸🇬 Singapur 4 🇰🇷 Korea Południowa 4 🇹🇼 Tajwan 4 🇹🇭 Tajlandia 8 🇻🇳 Wietnam 2 🇦🇺 Australia 5,2020-01-27 05:47:14+00:00,197,779,,
2953,pob0zna,chuj mn ten wasz koronawirus skądś cosplay zamówić musze,2020-01-27 05:45:11+00:00,0,23,,
2954,grzegorzkrajski,Nie ma się co bać #koronawirus 😉 ,2020-01-27 05:38:15+00:00,1,0,,#koronawirus
2955,PAPBiznes,"TYDZIEŃ NA RYNKACH: Koronawirus, posiedzenia Fed i Banku Anglii, wyniki spółek z grupy FAANG http://biznes.pap.pl/pl/news/all/info/2849855,tydzien-na-rynkach:-koronawirus--posiedzenia-fed-i-banku-anglii--wyniki-spolek-z-grupy-faang",2020-01-27 05:32:00+00:00,0,0,,
2956,strefainw,"TYDZIEŃ NA RYNKACH: Koronawirus, posiedzenia Fed i Banku Anglii, wyniki spółek z grupy FAANG ",2020-01-27 05:31:03+00:00,0,0,,
2957,DziennikPL,Koronawirus z Wuhan. Liczba ofiar znowu wzrosła ,2020-01-27 05:23:32+00:00,0,0,,
2958,rzeczpospolita,"#Wirus paraliżuje #Chiny. Liczba ofiar #koronawirus.a wzrosła do 80, liczba chorych zbliża się do 3000 #nCoV2019",2020-01-27 05:20:09+00:00,1,3,,#Wirus #Chiny #koronawirus #nCoV2019
2959,LUN4RECL1P5E,boli mnie gardlo mam nadzieje ze to koronawirus 😫😫,2020-01-27 05:12:28+00:00,0,0,,
2960,agnes360,Nowy koronawirus z Wuhan (2019-nCoV). Czy powinniśmy się obawiać? https://youtu.be/asexoavbi20 przez @YouTube,2020-01-27 05:09:13+00:00,0,1,@YouTube,
2961,PolsatNewsPL,[MAPA] W których krajach pojawił się #koronawirus 🔽 Jest nowy bilans zakażonych i śmiertelnych ofiar epidemii ,2020-01-27 05:03:13+00:00,1,1,,#koronawirus
2962,AntoniRadziwill,"Święta (#ChińskiNowyRok) oficjalnie przedłużone są o kilka dni, do 2 lutego. 3go lutego wracamy do pracy. U mnie w biurze (#Pekin) zbierają inf. ""kto gdzie był i skąd wracał"" podczas Święta Wiosny #chunjie. #coronavirus #koronawirus #Chiny #Polacy w Chinach #Wuhan @Chiny_Tech",2020-01-27 04:48:29+00:00,1,4,@Chiny_Tech,#Chi #Pekin #chunjie #coronavirus #koronawirus #Chiny #Polacy #Wuhan
2963,ada_k1,"Ciepła zima - Amerykanie. Wirus w Chinach to Amerykanie. Nasrali pod drzwiami - Amerykanie. W spodniach zrobiło się cieplej - także Amerykanie. Wygląda na to, że koronawirus dawno zaraził Rosję i jej populację i ze wzgl na powyższe - to postępująca choroba psychiczna. 😂😂😂 ",2020-01-27 04:41:20+00:00,1,1,,
2964,rzeczpospolita,"#Chiny: Liczba ofiar #koronawirus.a wzrosła do 80. Liczba chorych, u których stwierdzono obecność wirusa z #Wuhan zbliża się do 3 tysięcy http://bit.ly/2TUAzDL",2020-01-27 04:39:57+00:00,5,5,,#Chiny #koronawirus #Wuhan
2965,rzeczpospolita,"#Chiny zamawiają lek stosowany w terapii #HIV, który ma pomóc w walce z #koronawirus.em z #Wuhan",2020-01-27 04:14:54+00:00,4,4,,#Chiny #HIV #koronawirus #Wuhan
2966,SzmytRoman,Apokalipsa – Koronawirus – Chiny – miasto Wuhan – Świadectwo chińskiej pielęgniarki z miejsca epidemii ! https://wolna-polska.pl/wiadomosci/apokalipsa-koronawirus-chiny-miasto-wuhan-swiadectwo-chinskiej-pielegniarki-z-miejsca-epidemii-2020-01,2020-01-27 03:49:44+00:00,0,0,,
2967,rzeczpospolita,#USA: Potwierdzono pięć przypadków #koronawirus.a z #Wuhan,2020-01-27 03:37:07+00:00,3,0,,#USA #koronawirus #Wuhan
2968,luigiluib,"Wizualizacja, jak koronawirus rozchodził się po świecie w stuczniu #coronavirus",2020-01-27 03:04:22+00:00,5,5,,#coronavirus
2969,TomaszSajewicz,"Dzień dobry #koronawirus #coronovirus ponad 2700 zarażonych w Chinach ( wzrost o ponad 700 przypadków), 80 zgonów oraz ponad 5000 osób u których podejrzewa się zarażenie oraz 30 000 w warunkach kwarantanny.",2020-01-27 03:00:58+00:00,6,7,,#koronawirus #coronovirus
2970,irytujacy,"Ten koronawirus czy jak mu tam, przypomina mi plague inc. Lidzie piszą dokładnie tymi samymi słowami co w grze. XD #koronawirus #coronarvirus",2020-01-27 01:52:27+00:00,0,6,,#koronawirus #coronarvirus
2971,bartek6010,"https://trackcoronavirus.com/map kontroluj live gdzie jest koronawirus!!! (XD) 2100 osob zarazonych, 60 martwych, a tylko 60 wyleczonych!",2020-01-27 01:41:26+00:00,0,1,,
2972,BloggerMe3,Pobili też za nic Sisi. Zawierają „wzmacniający” koronawirus!,2020-01-27 01:27:23+00:00,1,5,,
2973,MatkaPolka_,Spokojnie. CODZIENNIE na powikłania pogrypowe umiera na świecie około 150 osób. Koronawirus w ciągu miesiąca zabił 56. Media swoje robią. Za chwilę „cudownie” znajdzie się szczepionka a my mamy w panice ją wykupić. Tak samo było ze świńską grypą. Szczepionki zalegały.,2020-01-27 01:08:53+00:00,0,7,,
2974,Brzozovvski,"Nie martw się i tak nie będę. Człowiek-Nietoperz tak na mnie wołają, oprócz tego, że Scyzoryk. MagiaL4. Koronawirus mnie bierze",2020-01-27 00:28:21+00:00,0,1,,
2975,popiolowylas,normalnie jak koronawirus,2020-01-27 00:23:32+00:00,0,0,,
2976,SDevittek,"Koronawirus. Jeden przypadek jest w Toronto. Właśnie szkoła zapowiedziała, że nie będzie wpuszczać dzieci, które wróciły z Chin. Przez conajmniej 15 pierwszych dni od ich powrotu. ",2020-01-27 00:18:34+00:00,0,0,,
2977,CentrumAttis,"Szef @GIS_gov Jarosław Pinkas mówi, że gdy pacjenci czują zagrożenie pytają #CoNaToGIS. W związku z tym bacznie przyglądamy się temu co mówi i przed czym ostrzega Główny Inspektorat Sanitarny w temacie #koronawirus. 🔎👨‍⚕️ #coronavirus #2019nCoV #ZdrowiePubliczne @rzeczpospolita",2020-01-27 00:18:17+00:00,0,0,@GIS_gov @rzeczpospolita,#CoNaToGIS #koronawirus #coronavirus #2019nCoV #ZdrowiePubliczne
2978,JedrzejDziadosz,Skala Chin. Z miasta przed kwarantanną wyjechało 5 mln ludzi. #koronawirus #Chiny,2020-01-26 23:59:05+00:00,2,0,,#koronawirus #Chiny
2979,hobbyinvestorpl,Koronawirus - moje porównanie skali do SARS 2002-2003 i zakupy pod epidemię ,2020-01-26 23:50:39+00:00,0,0,,
2980,joakedzierska,W #Chiny już 80 zgonów z powodu #koronawirus ,2020-01-26 23:41:31+00:00,0,0,,#Chiny #koronawirus
2981,RundfunkEuropa,"Nie przepadam za teoriami spiskowymi, lecz nowy koronawirus coraz bardziej przypomina mi wypadek przy pracy/celowe uwolnienie broni biologicznej. Wydłużony czas inkubacji #WuhanVirus to idealna cecha broni biologicznej. Taka broń musi zarazić jak najwięcej nim zostanie wykryta.",2020-01-26 23:28:40+00:00,0,2,,#WuhanVirus
2982,sirtimon90,"chłopie, zaraz ci wjedzie AT z sanepidem na kwadrat, bo pomyślą, że to koronawirus",2020-01-26 23:22:34+00:00,0,1,,
2983,WBC241,#PILNE LICZBA OFIAR ŚMIERTELNYCH SPOWODOWANA KORONAWIRUSEM WZROSŁA DO 80. #koronawirus #chiny #china #wuhan #coronavirus,2020-01-26 23:10:48+00:00,0,7,,#PILNE #koronawirus #chiny #china #wuhan #coronavirus
2984,ZawdzkiP,Koronawirus z Wuhan. Lekarze o ryzyku wybuchu epidemii w Europie ,2020-01-26 23:03:39+00:00,2,3,,
2985,Dr_Zoidberg_PL,Koronawirus Królów.,2020-01-26 22:54:30+00:00,1,8,,
2986,x_mariusz,Nowy koronawirus z Wuhan (2019-nCoV). Czy powinniśmy się obawiać? https://youtu.be/asexoavbi20 przez @YouTube,2020-01-26 22:30:06+00:00,0,1,@YouTube,
2987,ydracarys,powiedz że zrobiłaś koronawirus,2020-01-26 22:29:00+00:00,0,0,,
2988,BurokPastewny,"- kryzys amerykańsko-irański - pożary w Australii - koronawirus - przybicie zgody ruskich onuc i jarmułek przez Putina i Netanyahu - śmierć Kobe Bryanta - wybuch elektrowni w Jaworznie 2020 roku, jesteś popierdolony.",2020-01-26 22:27:20+00:00,12,46,,
2989,shuturmouthx,Od ilu lat mozna pracowac w #starbucks ? Przepraszam z gory za ##coronarvirus #koronawirus #poznajemytwitterowiczow #fitstyczeń #mojchlopak #matura2020 #studniowka2020,2020-01-26 22:19:39+00:00,0,0,,#starbucks #coronarvirus #koronawirus #poznajemytwitterowiczow #fitstycze #mojchlopak #matura2020 #studniowka2020
2990,IlFaulkner,Głos rozsądku. #koronawirus ,2020-01-26 22:17:34+00:00,0,2,,#koronawirus
2991,Evil_Geist,Co jeśli koronawirus dostanie się do Afryki? Przecież tam będzie szybko się rozpowszechniał nikt nie utrzyma tam kontroli. Cała Afryka będzie uciekać do Europy po lekarstwo bo będą myśli że Europejczycy mają lek i to spowoduje nowa IMIGRACJE!,2020-01-26 22:05:23+00:00,0,0,,
2992,bimbol_jg,Nie bójcie się! Koronawirus nie jest tak bardzo groźny i niedługo zgaśnie. 🦠 Siostra powiedziała. #koronawirus ,2020-01-26 21:55:36+00:00,2,11,,#koronawirus
2993,hazzlingly,"W sumie podsumowując styczeń tego roku to okazał on się jedna wielka klapa, pierwsze IIIWW teraz koronawirus i jakby??? co jeszcze się stanie przez te kilka dni? przeraża mnie to co może stać się jeszcze w tym roku patrzac na niego pod katem stycznia",2020-01-26 21:52:19+00:00,0,2,,
2994,pirocumulus,Styczeń 2020 ::Kryzys Iran-USA ::Pożar Australii ::Zestrzelenie ukraińskiego Boeinga ::Rozprzestrzeniający się po świecie koronawirus ::Śmierć Koby'ego Bryanta ::Za 3 dni ratyfikacja Brexitu Co w lutym?,2020-01-26 21:51:18+00:00,0,2,,
2995,miroslawazelech,Koronawirus zabije 65 MILIONÓW ludzi. Eksperci są przerażni ,2020-01-26 21:50:30+00:00,0,0,,
2996,BartekPiekarski,"Nagranie sprzed 20h. Pielęgniarka, która leczy osoby zarażone koronawirusem w Wuhan twierdzi, że już 90 tysięcy osób zostało zarażonych przez koronawirus w Chinach. Urzędnicy państwowi informują o 1975 chorych osobach. 1 osoba może zarazić aż 14 osób. https://youtu.be/NVHFmVccWns",2020-01-26 21:47:31+00:00,15,12,,
2997,agnieszkawolsk9,"Prof. Lothar Wieler, szef niemieckiego Instytutu Roberta Kocha w ZDF: ""Koronawirus"" to nowy wirus, został odkryty zaledwie kilka tygodni temu, stąd nie znamy go dobrze i nie możemy jeszcze dokładnie określić jak bardzo jest on niebezpieczny ….."" ",2020-01-26 21:44:44+00:00,3,4,,
2998,KamijouTouma69,Koronawirus atakuje nawet serwery twittera :D,2020-01-26 21:44:01+00:00,0,1,,
2999,uszinek,"geszeft z używanymi maseczkami ochronnymi | #koronawirus #MERS-CoV | #Wuhan, 🇨🇳 #Chiny",2020-01-26 21:37:00+00:00,1,0,,#koronawirus #MERS #Wuhan #Chiny
3000,ortegadry,"Koronawirus Wuhan. Jak groźny jest, jak zmniejszyć ryzyko zarażenia siebie i innych? ",2020-01-26 21:32:15+00:00,0,0,,
3001,AAAAOREEEEPOLE1,2 tygodnie do ferii a co jesli przed nimi zabije mnie koronawirus,2020-01-26 21:31:56+00:00,0,1,,
3002,janek917,Koronawirus dotarł do Europy ,2020-01-26 21:31:07+00:00,0,1,,
3003,MATYLDA__,"Koronawirus z Wuhan - przerażające nagrania. ""Ludzie mdleją na ulicach"" https://www.polsatnews.pl/wiadomosc/2020-01-24/w-wuhan-ludzie-mdleja-na-ulicach-przerazajace-nagrania/?ref=slider&amp;fbclid=IwAR2DHf0LHAnGbCC3C730oBPrq4GbbGlSG18gZztV43Mq1GN0QNx1mKPZNMU",2020-01-26 21:31:06+00:00,1,1,,
3004,uszinek,"załamanie nerwowe pielęgniarki 😪 #Koronawirus #MERS-CoV | Wuchan, 🇨🇳 #Chiny",2020-01-26 21:27:30+00:00,0,2,,#Koronawirus #MERS #Chiny
